film_id,title,film_duration,description,special_features,release_year,rental_duration,rental_rate,replacement_cost,language,category,total_copias
546,"MADRE GABLES",98,"A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes",2006,7,2.99,27.99,English,Games,4
556,"MALTESE HOPE",127,"A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California","Behind the Scenes",2006,6,4.99,26.99,English,Games,7
560,"MARS ROMAN",62,"A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia","Commentaries,Deleted Scenes",2006,6,0.99,21.99,English,Games,5
563,"MASSACRE USUAL",165,"A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California",Commentaries,2006,6,4.99,16.99,English,Games,7
591,"MONSOON CAUSE",182,"A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat","Commentaries,Behind the Scenes",2006,6,4.99,20.99,English,Games,3
596,"MOONSHINE CABIN",171,"A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat","Behind the Scenes",2006,4,4.99,25.99,English,Games,6
597,"MOONWALKER FOOL",184,"A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans","Trailers,Deleted Scenes",2006,5,4.99,12.99,English,Games,4
614,"NAME DETECTIVE",178,"A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,11.99,English,Games,6
624,"NIGHTMARE CHILL",149,"A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft","Trailers,Deleted Scenes,Behind the Scenes",2006,3,4.99,25.99,English,Games,7
646,"OUTBREAK DIVINE",169,"A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat","Trailers,Deleted Scenes,Behind the Scenes",2006,6,0.99,12.99,English,Games,5
654,"PANKY SUBMARINE",93,"A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,19.99,English,Games,4
684,"PIZZA JUMANJI",173,"A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat",Commentaries,2006,4,2.99,11.99,English,Games,2
699,"PRIVATE DROP",106,"A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon",Trailers,2006,7,4.99,26.99,English,Games,2
746,"ROUGE SQUAD",118,"A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,10.99,English,Games,5
747,"ROXANNE REBEL",171,"A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback","Deleted Scenes,Behind the Scenes",2006,5,0.99,9.99,English,Games,5
762,"SASSY PACKER",154,"A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",2006,6,0.99,29.99,English,Games,4
781,"SEVEN SWARM",127,"A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin","Deleted Scenes",2006,4,4.99,15.99,English,Games,2
807,"SLEUTH ORIENT",87,"A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India","Deleted Scenes,Behind the Scenes",2006,4,0.99,25.99,English,Games,5
835,"SPY MILE",112,"A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,6,2.99,13.99,English,Games,8
840,"STAMPEDE DISTURBING",75,"A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,0.99,26.99,English,Games,4
842,"STATE WASTELAND",113,"A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,2.99,13.99,English,Games,4
861,"SUIT WALLS",111,"A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",Commentaries,2006,3,4.99,12.99,English,Games,6
919,"TYCOON GATHERING",82,"A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes",2006,3,4.99,17.99,English,Games,4
934,"VANILLA DAY",122,"A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria","Deleted Scenes,Behind the Scenes",2006,7,4.99,20.99,English,Games,3
941,"VIDEOTAPE ARSENIC",145,"A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,10.99,English,Games,7
949,"VOLCANO TEXAS",157,"A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,27.99,English,Games,6
956,"WANDA CHAMBER",107,"A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback","Commentaries,Deleted Scenes,Behind the Scenes",2006,7,4.99,23.99,English,Games,4
976,"WIND PHANTOM",111,"A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft","Commentaries,Deleted Scenes",2006,6,0.99,12.99,English,Games,6
2,"ACE GOLDFINGER",48,"A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China","Trailers,Deleted Scenes",2006,3,4.99,12.99,English,Horror,3
4,"AFFAIR PREJUDICE",117,"A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank","Commentaries,Behind the Scenes",2006,5,2.99,26.99,English,Horror,7
8,"AIRPORT POLLOCK",54,"A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India",Trailers,2006,6,4.99,15.99,English,Horror,4
9,"ALABAMA DEVIL",114,"A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat","Trailers,Deleted Scenes",2006,3,2.99,21.99,English,Horror,5
13,"ALI FOREVER",150,"A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies","Deleted Scenes,Behind the Scenes",2006,4,4.99,21.99,English,Horror,4
24,"ANALYZE HOOSIERS",181,"A Thoughtful Display of a Explorer And a Pastry Chef who must Overcome a Feminist in The Sahara Desert","Trailers,Behind the Scenes",2006,6,2.99,19.99,English,Horror,4
30,"ANYTHING SAVANNAH",82,"A Epic Story of a Pastry Chef And a Woman who must Chase a Feminist in An Abandoned Fun House","Trailers,Deleted Scenes,Behind the Scenes",2006,4,2.99,27.99,English,Horror,2
34,"ARABIA DOGMA",62,"A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria","Commentaries,Deleted Scenes",2006,6,0.99,29.99,English,Horror,4
35,"ARACHNOPHOBIA ROLLERCOASTER",147,"A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station","Trailers,Deleted Scenes,Behind the Scenes",2006,4,2.99,24.99,English,Horror,7
65,"BEHAVIOR RUNAWAY",100,"A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin","Trailers,Deleted Scenes,Behind the Scenes",2006,3,4.99,20.99,English,Horror,4
92,"BOWFINGER GABLES",72,"A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California","Trailers,Deleted Scenes",2006,7,4.99,19.99,English,Horror,4
122,"CARRIE BUNCH",114,"A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies","Trailers,Commentaries,Behind the Scenes",2006,7,0.99,11.99,English,Horror,7
222,"DESERT POSEIDON",64,"A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans","Trailers,Behind the Scenes",2006,4,4.99,27.99,English,Horror,6
258,"DRUMS DYNAMITE",96,"A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park",Trailers,2006,6,0.99,11.99,English,Horror,4
275,"EGYPT TENENBAUMS",85,"A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,11.99,English,Horror,5
277,"ELEPHANT TROJAN",126,"A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon","Behind the Scenes",2006,4,4.99,24.99,English,Horror,3
301,"FAMILY SWEET",155,"A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin",Trailers,2006,4,0.99,24.99,English,Horror,8
313,"FIDELITY DEVIL",118,"A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat","Trailers,Deleted Scenes,Behind the Scenes",2006,5,4.99,11.99,English,Horror,6
334,"FREDDY STORM",65,"A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback","Trailers,Commentaries,Behind the Scenes",2006,6,4.99,21.99,English,Horror,6
351,"GASLIGHT CRUSADE",106,"A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico","Trailers,Deleted Scenes",2006,4,2.99,10.99,English,Horror,6
415,"HIGH ENCINO",84,"A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia","Trailers,Commentaries,Behind the Scenes",2006,3,2.99,23.99,English,Horror,6
475,"JAPANESE RUN",135,"A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback","Deleted Scenes",2006,6,0.99,29.99,English,Horror,2
494,"KARATE MOON",120,"A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention","Behind the Scenes",2006,4,0.99,21.99,English,Horror,6
506,"LADY STAGE",67,"A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat","Trailers,Deleted Scenes,Behind the Scenes",2006,4,4.99,14.99,English,Horror,6
527,"LOLA AGENT",85,"A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan","Trailers,Commentaries",2006,4,4.99,24.99,English,Horror,6
535,"LOVE SUICIDES",181,"A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House","Trailers,Behind the Scenes",2006,6,0.99,21.99,English,Horror,4
593,"MONTEREY LABYRINTH",158,"A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat","Trailers,Commentaries",2006,6,0.99,13.99,English,Horror,4
600,"MOTIONS DETAILS",166,"A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House","Trailers,Commentaries,Behind the Scenes",2006,5,0.99,16.99,English,Horror,4
653,"PANIC CLUB",102,"A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon","Commentaries,Deleted Scenes",2006,3,4.99,15.99,English,Horror,2
658,"PARIS WEEKEND",121,"A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,7,2.99,19.99,English,Horror,4
665,"PATTON INTERVIEW",175,"A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin",Commentaries,2006,4,2.99,22.99,English,Horror,7
702,"PULP BEVERLY",89,"A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria","Trailers,Behind the Scenes",2006,4,2.99,12.99,English,Horror,8
716,"REAP UNFAITHFUL",136,"A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention","Trailers,Commentaries",2006,6,2.99,26.99,English,Horror,5
722,"REEF SALUTE",123,"A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon","Behind the Scenes",2006,5,0.99,26.99,English,Horror,4
737,"ROCK INSTINCT",102,"A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,28.99,English,Horror,6
740,"ROLLERCOASTER BRINGING",153,"A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank","Trailers,Commentaries,Deleted Scenes",2006,5,2.99,13.99,English,Horror,3
749,"RULES HUMAN",153,"A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House","Deleted Scenes,Behind the Scenes",2006,6,4.99,19.99,English,Horror,4
799,"SIMON NORTH",51,"A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank","Trailers,Commentaries",2006,3,0.99,26.99,English,Horror,2
800,"SINNERS ATLANTIS",126,"A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes",2006,7,2.99,19.99,English,Horror,6
804,"SLEEPING SUSPECTS",129,"A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention","Trailers,Commentaries",2006,7,4.99,13.99,English,Horror,7
830,"SPIRIT FLINTSTONES",149,"A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan","Commentaries,Deleted Scenes",2006,7,0.99,23.99,English,Horror,4
854,"STRANGERS GRAFFITI",119,"A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico","Trailers,Behind the Scenes",2006,4,4.99,22.99,English,Horror,4
856,"STREETCAR INTENTIONS",73,"A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",Commentaries,2006,5,4.99,11.99,English,Horror,8
870,"SWARM GOLD",123,"A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention","Trailers,Commentaries",2006,4,0.99,12.99,English,Horror,8
876,"TARZAN VIDEOTAPE",91,"A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert",Trailers,2006,3,2.99,11.99,English,Horror,2
881,"TEMPLE ATTRACTION",71,"A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia","Commentaries,Deleted Scenes",2006,5,4.99,13.99,English,Horror,4
885,"TEXAS WATCH",179,"A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park",Trailers,2006,7,0.99,22.99,English,Horror,2
904,"TRAIN BUNCH",71,"A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India","Trailers,Deleted Scenes",2006,3,4.99,26.99,English,Horror,2
922,"UNDEFEATED DALMATIONS",107,"A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park",Commentaries,2006,7,4.99,22.99,English,Horror,7
965,"WATERSHIP FRONTIER",112,"A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia",Commentaries,2006,6,0.99,28.99,English,Horror,2
990,"WORLD LEATHERNECKS",171,"A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park","Trailers,Behind the Scenes",2006,3,0.99,13.99,English,Horror,2
995,"YENTL IDAHO",86,"A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin","Trailers,Commentaries,Deleted Scenes",2006,5,4.99,11.99,English,Horror,6
998,"ZHIVAGO CORE",105,"A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies","Deleted Scenes",2006,6,0.99,10.99,English,Horror,2
12,"ALASKA PHANTOM",136,"A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia","Commentaries,Deleted Scenes",2006,6,0.99,22.99,English,Music,7
17,"ALONE TRIP",82,"A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House","Trailers,Behind the Scenes",2006,3,0.99,14.99,English,Music,6
20,"AMELIE HELLFIGHTERS",79,"A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,23.99,English,Music,3
51,"BALLOON HOMEWARD",75,"A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station","Deleted Scenes",2006,5,2.99,10.99,English,Music,6
54,"BANGER PINOCCHIO",113,"A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes",2006,5,0.99,15.99,English,Music,5
74,"BIRCH ANTITRUST",162,"A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon","Trailers,Commentaries,Deleted Scenes",2006,4,4.99,18.99,English,Music,5
76,"BIRDCAGE CASPER",103,"A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,23.99,English,Music,3
86,"BOOGIE AMELIE",121,"A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico","Commentaries,Behind the Scenes",2006,6,4.99,11.99,English,Music,8
133,"CHAMBER ITALIAN",117,"A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria",Trailers,2006,7,4.99,14.99,English,Music,4
158,"CLONES PINOCCHIO",124,"A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans","Behind the Scenes",2006,6,2.99,16.99,English,Music,5
161,"CLUE GRAIL",70,"A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China","Trailers,Commentaries,Behind the Scenes",2006,6,4.99,27.99,English,Music,2
174,"CONFIDENTIAL INTERVIEW",180,"A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan",Commentaries,2006,6,4.99,13.99,English,Music,8
220,"DEER VIRGINIAN",106,"A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia","Deleted Scenes",2006,7,2.99,13.99,English,Music,8
244,"DORADO NOTTING",139,"A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",Commentaries,2006,5,4.99,26.99,English,Music,7
255,"DRIVING POLISH",175,"A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,6,4.99,21.99,English,Music,6
278,"ELF MURDER",155,"A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,19.99,English,Music,2
284,"ENEMY ODDS",77,"A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India",Trailers,2006,5,4.99,23.99,English,Music,7
333,"FREAKY POCUS",126,"A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico","Trailers,Behind the Scenes",2006,7,2.99,16.99,English,Music,4
363,"GO PURPLE",54,"A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon",Trailers,2006,3,0.99,12.99,English,Music,6
378,"GREATEST NORTH",93,"A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin","Trailers,Commentaries,Behind the Scenes",2006,5,2.99,24.99,English,Music,8
384,"GROSSE WONDERFUL",49,"A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia","Behind the Scenes",2006,5,4.99,19.99,English,Music,3
398,"HANOVER GALAXY",47,"A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,4.99,21.99,English,Music,4
411,"HEAVENLY GUN",49,"A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat","Behind the Scenes",2006,5,4.99,13.99,English,Music,2
426,"HOME PITY",185,"A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention","Trailers,Commentaries,Behind the Scenes",2006,7,4.99,15.99,English,Music,3
454,"IMPACT ALADDIN",180,"A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank","Trailers,Deleted Scenes",2006,6,0.99,20.99,English,Music,2
462,"INSIDER ARIZONA",78,"A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory",Commentaries,2006,5,2.99,17.99,English,Music,5
477,"JAWBREAKER BROOKLYN",118,"A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat","Trailers,Behind the Scenes",2006,5,0.99,15.99,English,Music,3
516,"LEGEND JEDI",59,"A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback","Commentaries,Deleted Scenes",2006,7,0.99,18.99,English,Music,3
540,"LUCKY FLYING",97,"A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,10.99,English,Music,3
562,"MASKED BUBBLE",151,"A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft","Commentaries,Behind the Scenes",2006,6,0.99,12.99,English,Music,6
581,"MINORITY KISS",59,"A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback",Trailers,2006,4,0.99,16.99,English,Music,3
592,"MONSTER SPARTACUS",107,"A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia","Commentaries,Behind the Scenes",2006,6,2.99,28.99,English,Music,4
636,"OLEANDER CLUE",161,"A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat","Commentaries,Deleted Scenes",2006,5,0.99,12.99,English,Music,3
647,"OUTFIELD MASSACRE",129,"A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India","Trailers,Deleted Scenes",2006,4,0.99,18.99,English,Music,6
673,"PERSONAL LADYBUGS",118,"A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan","Deleted Scenes,Behind the Scenes",2006,3,0.99,19.99,English,Music,4
718,"REBEL AIRPORT",73,"A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India","Trailers,Behind the Scenes",2006,7,0.99,24.99,English,Music,2
721,"REDS POCUS",182,"A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia","Trailers,Behind the Scenes",2006,7,4.99,23.99,English,Music,2
741,"ROMAN PUNK",81,"A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin",Trailers,2006,7,0.99,28.99,English,Music,6
752,"RUNNER MADIGAN",101,"A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,27.99,English,Music,3
767,"SCALAWAG DUCK",183,"A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery","Commentaries,Behind the Scenes",2006,6,4.99,13.99,English,Music,8
797,"SILENCE KANE",67,"A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",2006,7,0.99,23.99,English,Music,5
819,"SONG HEDWIG",165,"A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention","Trailers,Deleted Scenes",2006,3,0.99,29.99,English,Music,3
877,"TAXI KICK",64,"A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia","Commentaries,Deleted Scenes",2006,4,0.99,23.99,English,Music,5
879,"TELEGRAPH VOYAGE",148,"A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat",Commentaries,2006,3,4.99,20.99,English,Music,7
884,"TERMINATOR CLUB",88,"A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico","Trailers,Deleted Scenes,Behind the Scenes",2006,5,4.99,11.99,English,Music,3
921,"UNCUT SUICIDES",172,"A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,29.99,English,Music,4
936,"VANISHING ROCKY",123,"A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention","Trailers,Commentaries,Behind the Scenes",2006,3,2.99,21.99,English,Music,6
980,"WIZARD COLDBLOODED",75,"A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,12.99,English,Music,5
983,"WON DARES",105,"A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat","Behind the Scenes",2006,7,2.99,18.99,English,Music,3
987,"WORDS HUNTER",116,"A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention","Trailers,Commentaries,Deleted Scenes",2006,3,2.99,13.99,English,Music,4
997,"YOUTH KICK",179,"A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat","Trailers,Behind the Scenes",2006,4,0.99,14.99,English,Music,2
22,"AMISTAD MIDSUMMER",85,"A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California","Commentaries,Behind the Scenes",2006,6,2.99,10.99,English,New,7
25,"ANGELS LIFE",74,"A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin",Trailers,2006,3,2.99,15.99,English,New,6
32,"APOCALYPSE FLAMINGOS",119,"A Astounding Story of a Dog And a Squirrel who must Defeat a Woman in An Abandoned Amusement Park","Trailers,Commentaries",2006,6,4.99,11.99,English,New,2
45,"ATTRACTION NEWTON",83,"A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan","Trailers,Behind the Scenes",2006,5,4.99,14.99,English,New,6
77,"BIRDS PERDITION",61,"A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California","Trailers,Behind the Scenes",2006,5,4.99,15.99,English,New,6
90,"BOULEVARD MOB",63,"A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China",Trailers,2006,3,0.99,11.99,English,New,6
93,"BRANNIGAN SUNRISE",121,"A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin",Trailers,2006,4,4.99,27.99,English,New,3
95,"BREAKFAST GOLDFINGER",123,"A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin","Trailers,Commentaries,Deleted Scenes",2006,5,4.99,18.99,English,New,5
96,"BREAKING HOME",169,"A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft","Trailers,Commentaries",2006,4,2.99,21.99,English,New,3
109,"BUTTERFLY CHOCOLAT",89,"A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank","Behind the Scenes",2006,3,0.99,17.99,English,New,8
136,"CHAPLIN LICENSE",146,"A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India","Behind the Scenes",2006,7,2.99,26.99,English,New,3
155,"CLEOPATRA DEVIL",150,"A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",2006,6,0.99,26.99,English,New,5
163,"CLYDE THEORY",139,"A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,29.99,English,New,3
216,"DAY UNFAITHFUL",113,"A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,4.99,16.99,English,New,5
